ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_5MCAYJ,malawi,32,No,No,No,Don't know,Don't know,500000,300000,6000000,3,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Have now,Yes,,,,Yes,Never had,Never had,Low
ID_XY6RKV,eswatini,32,Yes,No,No,Yes,Yes,4000,2000,3600,3,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Have now,,9,Never had,Have now,,Have now,Never had,High
ID_1QNJNI,zimbabwe,21,Yes,Yes,No,No,Yes,7,624,960,2,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,No,6,Never had,Don't know,Yes,,,Low
ID_GE67SN,lesotho,42,Yes,No,Yes,No,Yes,185000,165000,185000,18,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,No,,Have now,Used to have but don't have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_MVB9ZX,lesotho,46,Yes,Yes,No,Yes,Yes,200,0,100,9,Never had,,,,,,,,,,,,No,Yes,No,,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_UPMANQ,eswatini,41,Yes,No,Yes,No,No,20000,40000,100000,2,Never had,Never had,Yes,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Medium
ID_OUBNLM,lesotho,38,Yes,No,No,No,Yes,15000,3500,5000,3,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,No,Never had,Used to have but don't have now,Medium
ID_D3NIOW,zimbabwe,38,Yes,No,No,Yes,Yes,3600,,,3,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,,,,,,,No,0,Never had,Have now,,,,Medium
ID_37GBUH,malawi,36,Don’t know or N/A,Yes,No,Don't know,Don't know,50000,12000,20000,7,,Never had,Yes,Yes,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Have now,No,,,,Yes,Have now,Never had,Low
ID_KNL2LU,eswatini,63,Yes,No,No,No,Yes,1700,10000,15000,25,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,,0,Never had,Have now,,Never had,Never had,High
ID_VDSSMG,zimbabwe,61,No,No,No,Don't know,Yes,100,600,600,10,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_3M9IQB,eswatini,41,No,No,No,No,No,3000,4000,7000,13,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,No,Yes,,Never had,Never had,Never had,,4,Never had,Never had,,Never had,Never had,Low
ID_IQUWRX,eswatini,28,Yes,Yes,No,No,Yes,2500,60000,54000,4,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,,5,Never had,Have now,,Have now,Never had,High
ID_VI399G,zimbabwe,40,Don’t know or N/A,Yes,No,Don't know,Don't know,10,216,336,5,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,,,,,,,No,0,Never had,Never had,Yes,,,Low
ID_HFAKGP,zimbabwe,78,Yes,No,No,Don't know,Yes,50,240,240,30,Never had,,Yes,Yes,Female,No,No,Never had,"Yes, sometimes",Don't know,Yes,No,No,,,,,,,No,5,Never had,Never had,Yes,,,Low
ID_K6UJVB,lesotho,37,No,No,No,No,Yes,97,2850,700,2,Never had,,,,,,,,,,,,Don't know,Yes,Yes,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_ADL7GE,zimbabwe,38,Yes,No,No,Yes,Yes,300,1200,2400,8,Never had,,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,Yes,No,Yes,,,,,,,No,0,Used to have but don't have now,Have now,,,,Medium
ID_B4XZ3M,eswatini,38,No,No,No,No,Yes,1500,2310,18000,5,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,1,Never had,Never had,,Never had,Never had,Low
ID_2UG05W,eswatini,61,No,No,No,Yes,Yes,1500,30000,40000,2,Never had,Never had,0,Yes,Female,No,No,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,6,Never had,Have now,,Never had,Never had,Medium
ID_830X7Q,zimbabwe,42,Yes,No,No,No,No,200,5700,9720,2,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,,,,,,,No,3,Never had,Never had,Yes,,,Low
ID_4JRCQ9,eswatini,36,No,No,No,No,Yes,2200,6000,10000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,,Yes,Have now,Have now,Have now,,1,Never had,Have now,,Used to have but don’t have now,Used to have but don’t have now,High
ID_3KK0VM,eswatini,34,Yes,No,No,No,Yes,1500,1750,2250,4,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Used to have but don’t have now,Have now,,11,Never had,Have now,,Never had,Never had,Medium
ID_M00IAL,zimbabwe,34,No,No,No,Yes,Yes,100,,,15,Never had,,,Yes,Male,No,No,Never had,No,No,Yes,No,No,,,,,,,No,3,Have now,Never had,,,,Medium
ID_U7EGPN,malawi,44,Yes,No,No,Don't know,Don't know,400000,250000,4800000,25,,Never had,No,No,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,No,,,Low
ID_SQ0P82,eswatini,43,Yes,Yes,No,No,No,15000,70000,100000,9,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,0,Never had,Never had,,Never had,Have now,Low
ID_9DTP3N,zimbabwe,28,No,No,No,No,No,200,700,700,2,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,,,,,,,No,2,Never had,Have now,,,,Medium
ID_FJ2TEX,malawi,35,Don’t know or N/A,Yes,No,Don't know,Don't know,2500000,1750000,2500000,7,,Have now,No,No,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,Have now,Never had,Low
ID_SF3SDV,zimbabwe,44,Yes,Yes,No,Yes,Yes,100,576,960,2,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,,,,,,,Yes,0,Never had,Have now,Yes,,,Medium
ID_PMVI1V,malawi,26,No,No,No,Yes,Yes,10000,100000,120000,3,,Never had,No,Yes,Female,No,No,Never had,No,Yes,No,No,,Yes,No,Yes,Never had,Never had,Never had,Yes,,,,Yes,Never had,Never had,Low
ID_A9W4K7,malawi,37,No,No,No,No,No,450000,37500,5400000,3,,Have now,No,No,Female,No,Yes,Never had,No,No,Don?t know / doesn?t apply,No,,No,No,No,Never had,Never had,Never had,No,,,,No,,,Low
ID_44QX1C,lesotho,31,No,No,No,Yes,Yes,600,450,600,1,Never had,,,,,,,,,,,,Don't know,Yes,No,,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_IQ9VOB,lesotho,42,Yes,No,No,Don't know,Yes,1000,400,600,0,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,Yes,Never had,Used to have but don't have now,Medium
ID_QS3NXP,zimbabwe,43,Yes,Don’t know or N/A,No,No,Yes,100,2400,1500,0,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Don't know,,,,,,,Yes,9,Never had,Never had,,,,Low
ID_KJ63HW,zimbabwe,51,Yes,No,Don’t know,Yes,Yes,200,1920,2160,15,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes, Do not know / N‎/A,No,No,,,,,,,No,0,Never had,Have now,,,,Medium
ID_OMOMS9,malawi,38,No,Don’t know or N/A,No,Don't know,Don't know,528000,130000,6336000,5,,Have now,No,Yes,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,Never had,Never had,Low
ID_RMHRCN,eswatini,42,Yes,No,No,No,No,6000,180000,300000,22,Never had,Have now,0,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,11,Never had,Have now,,Never had,Never had,Medium
ID_R08L2I,zimbabwe,35,Yes,No,Yes,No,No,800,3600,7200,5,Have now,Have now,,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,Yes,No,,,,,,,No,0,Have now,Have now,,,,Medium
ID_ZYYBDA,lesotho,60,Yes,No,No,Yes,Yes,1800,1000,1800,1,Never had,,Yes,,,,,,,,,,Don't know,Yes,Yes,,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_PGN3S2,lesotho,52,Yes,No,No,Don't know,Yes,10000,3000,4500,3,Never had,Have now,Yes,,,,,,,,,,No,Yes,Yes,Yes,,,,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_NVC7HR,eswatini,41,Yes,No,Yes,Yes,Yes,5000,70000,110000,5,Never had,Have now,0,Yes,Male,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,No,No,,Yes,Have now,Never had,Have now,,2,Never had,Have now,,Have now,Used to have but don’t have now,High
ID_YXGZB3,zimbabwe,30,Yes,Yes,No,Don't know,Don't know,1000,5400,12600,6,Never had,,Yes,Yes,Female,No,Yes,Never had,No,Don't know,Yes,No,No,,,,,,,No,0,Never had,Never had,,,,Low
ID_NPAS8P,malawi,34,No,No,Yes,No,No,1500000,500000,1000000,3,Have now,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,Yes,,Yes,Yes,No,Never had,Never had,Never had,No,,Have now,Never had,No,Never had,Never had,High
ID_2K6T84,malawi,27,Yes,Yes,No,No,Yes,20000,8000,10000,6,,Never had,No,No,Male,No,No,Never had,No,Yes,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,Never had,Never had,Low
ID_AFEYUH,eswatini,33,Yes,No,No,No,Yes,2200,200,550,0,Used to have but don’t have now,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,11,Never had,Have now,,Never had,Never had,Medium
ID_WSQ7TF,lesotho,27,Yes,No,No,Don't know,Yes,500,97,500,5,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_AR3SHL,eswatini,50,Yes,No,No,No,Yes,2500,1000,2000,5,Don't know,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Used to have but don’t have now,Used to have but don’t have now,Low
ID_1BSDX4,eswatini,39,Yes,No,No,No,Yes,4000,7500,11050,5,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,10,Never had,Have now,,Never had,Never had,Medium
ID_O6GF9X,lesotho,62,Yes,No,No,Yes,Yes,500,300,500,4,Never had,,,,,,,,,,,,No,Yes,Yes,Yes,,,,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_OZJCNS,eswatini,52,No,No,No,No,No,1200,3780,5000,5,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Never had,,4,Never had,Have now,,Never had,Never had,Medium
ID_WUL6RL,zimbabwe,43,Yes,Yes,No,No,Yes,1200,500,700,2,Never had,,,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,,,,,,,No,8,Never had,Never had,,,,Low
ID_KI1IJE,eswatini,67,Yes,Yes,No,Yes,Yes,1600,2600,4500,6,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Yes,,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_FM97N5,zimbabwe,42,Yes,No,No,No,Yes,20,480,720,5,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,,,,,,,Yes,0,Never had,Never had,,,,Low
ID_A34MPY,eswatini,46,No,No,Yes,Yes,Yes,6000,7000,11000,3,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,Yes,No,,Yes,Have now,Have now,Have now,,6,Never had,Have now,,Have now,Used to have but don’t have now,High
ID_WXROG9,eswatini,52,Yes,No,Yes,No,No,5600,1400000,1500000,7,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,,Never had,Have now,Have now,,2,Have now,Have now,,Never had,Never had,High
ID_KHADIG,zimbabwe,19,No,No,No,No,Yes,150,2400,7200,16,Never had,Have now,,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,No,,,,,,,Yes,0,Never had,Never had,Yes,,,Low
ID_73NEJV,zimbabwe,56,Yes,No,No,No,Yes,250,5000,5000,5,Never had,Have now,Yes,No,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,No,,,,,,,No,1,Never had,Have now,,,,Medium
ID_4K7BPG,eswatini,37,Yes,No,No,No,Yes,6000,3600,120000,2,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,0,Never had,Never had,,Never had,Never had,Low
ID_2JN67L,eswatini,26,Yes,No,Yes,No,Yes,400,900,120,4,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,No,No,No,No,Yes,,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_ZV1V8P,malawi,33,Yes,Yes,No,Don't know,Don't know,35000,8000,15000,3,,Have now,Yes,No,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,Never had,Never had,Low
ID_E87COW,zimbabwe,30,Yes,No,No,No,No,300,1080,2400,1,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,No,No,No,No,Yes,,,,,,,No,5,Never had,Never had,,,,Low
ID_DX0UG1,zimbabwe,68,Yes,No,Don’t know,No,Yes,1500,1000,2500,37,Never had,,,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,Yes,,,,,,,Yes,0,Never had,Never had,,,,Medium
ID_FSL828,zimbabwe,40,Yes,No,No,Yes,No,35000,1440,3000,5,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,,,,,,,Yes,2,Have now,Have now,Yes,,,Medium
ID_ZZQO17,eswatini,52,Yes,Yes,No,No,Yes,680,650,1500,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,,Yes,Have now,Never had,Never had,,3,Never had,Have now,,Used to have but don’t have now,Never had,High
ID_MNZ9B9,lesotho,48,Yes,No,No,Yes,Yes,700,300,500,5,Never had,,,,,,,,,,,,No,Yes,No,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_K658OV,lesotho,21,Yes,Yes,No,No,Yes,1500,200,600,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_X9V3ED,malawi,45,Yes,Yes,No,Yes,Yes,1500000,460000,2000000,2,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,No,Yes,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_CXHHDA,malawi,55,Don’t know or N/A,No,Yes,Yes,No,350000,40000000,60000000,,,Have now,Yes,Yes,Male,No,No,Have now,Yes,No,Yes,No,,Don't know,Yes,Yes,Never had,Have now,Have now,Yes,5,,,Yes,,,Medium
ID_ZB1EDM,eswatini,37,Yes,No,No,No,No,3200,16150,50000,2,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Don't know,Yes,,Yes,Never had,Never had,Never had,,8,Never had,Never had,,Used to have but don’t have now,Used to have but don’t have now,Low
ID_B28MCL,malawi,35,Don’t know or N/A,Yes,No,No,No,3000000,20000000,34000000,8,,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,,Don't know,Yes,No,Never had,Never had,Have now,No,,,,No,,,Low
ID_SWDLR4,lesotho,41,Yes,No,No,Don't know,Yes,4000,2000,12000,3,Never had,Have now,,,,,,,,,,,Don't know,Yes,No,Yes,,,,,,,,Yes,Used to have but don't have now,Have now,Low
ID_AHANMV,malawi,56,Don’t know or N/A,No,No,No,Don't know,80000,40000,30000,15,,Never had,Yes,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_NH7I3W,lesotho,40,No,No,No,No,Yes,7500,1000,7500,5,Never had,Have now,,,,,,,,,,,Yes,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_P4H78Q,malawi,30,Don’t know or N/A,Yes,No,Don't know,Yes,80000,7000,14000,1,,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,Yes,No,No,Never had,Never had,Never had,Yes,,,,Yes,Have now,Never had,Low
ID_NGIXMC,eswatini,55,No,Yes,No,Yes,No,24000,700,2000,0,Never had,Never had,0,No,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Don't know,Yes,,,Never had,Never had,Never had,,10,Never had,Never had,,Never had,Never had,Low
ID_CYVU04,lesotho,75,Yes,No,No,Don't know,No,13000,300,13000,10,Never had,Have now,,,,,,,,,,,No,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_35HCK1,zimbabwe,25,Yes,Yes,No,Don't know,Yes,25,1200,2400,2,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,Yes,,,,,,,No,0,Never had,Never had,,,,Low
ID_O4KVFF,eswatini,36,No,No,No,No,No,12000,5700,20000,3,Never had,Have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Yes,,Yes,Never had,Never had,Have now,,0,Never had,Never had,,Never had,Never had,Low
ID_VINXRC,zimbabwe,30,No,Yes,No,No,Yes,90,600,1800,6,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,No,,,,,,,Yes,2,Have now,Have now,,,,Medium
ID_JCDGGH,lesotho,23,Yes,No,No,Don't know,Yes,200,150,50,0,Never had,,,,,,,,,,,,Don't know,Yes,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,Yes,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_XQJ7DP,eswatini,59,Yes,No,No,No,Yes,8300,21000,28000,13,Never had,Have now,0,Yes,Male,No,No,Never had,"Yes, always",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_IQ7ZJ3,eswatini,41,Yes,No,No,No,Yes,3000,4000,9000,1,Never had,Have now,Yes,No,Male,No,No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,,5,Never had,Never had,,Never had,Never had,Low
ID_B98DS0,malawi,37,Don’t know or N/A,No,Yes,No,Yes,6000000,3000000,400500,4,,Have now,Yes,No,Male,"Yes, sometimes",Yes,Have now,Yes,No,Yes,No,,Yes,No,No,Never had,Have now,Have now,No,,,,No,,,Medium
ID_N8EZP7,eswatini,25,Yes,No,No,No,Yes,5000,4500,6500,0,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,,6,Never had,Never had,,Never had,Never had,Low
ID_PJB8ZE,malawi,40,Yes,Yes,No,No,No,300000,200000,500000,3,,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,,Yes,No,No,Never had,Never had,Have now,Yes,,,,No,,,Low
ID_6P9I7S,zimbabwe,63,No,Yes,Don’t know,Don't know,Don't know,150,960,1800,7,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,No,,,,,,,No,5,Never had,Never had,Yes,,,Low
ID_TCP01V,malawi,47,Don’t know or N/A,Yes,No,Don't know,Don't know,300000,50000,80000,18,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,Yes,No,Never had,Never had,Never had,Yes,,,,Yes,,,Low
ID_04YPRP,lesotho,40,Yes,Yes,No,No,Yes,4000,200,400,1,Never had,Have now,,,,,,,,,,,Don't know,Yes,Yes,,,,,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_146DZF,malawi,24,Yes,Don’t know or N/A,No,No,No,84000,400000,700000,4,,Never had,Yes,Yes,Male,No,Yes,Never had,Yes,No,Yes,No,,No,No,No,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_FUB4RC,malawi,30,Don’t know or N/A,No,No,Yes,No,1200000,250000,80000,9,Never had,Have now,No,Yes,Female,"Yes, sometimes",No,Have now,Yes,Yes,Yes,Yes,,Yes,Yes,No,Never had,Never had,Have now,No,,Have now,Never had,No,Have now,Never had,High
ID_ACPT57,zimbabwe,41,Yes,No,No,Yes,Yes,150,9000,18000,3,Never had,,,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,,,,,,,Yes,4,Used to have but don't have now,Have now,,,,Medium
ID_TF07GB,eswatini,57,No,No,No,Yes,Yes,1000,8000,14000,34,Never had,Have now,Yes,Yes,Male,"Yes, always",No,Never had,No,No,Yes,No,No,Yes,Yes,,Never had,Never had,Never had,,2,Never had,Never had,,Never had,Never had,Low
ID_GDYE01,zimbabwe,26,Yes,Yes,No,No,Yes,200,1200,2400,0,Never had,Have now,,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,No,No,No,,,,,,,No,10,Never had,Never had,,,,Low
ID_PJPF24,eswatini,29,Yes,Yes,Yes,No,Yes,18000,10000,18000,5,Never had,Have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,,Never had,Never had,Low
ID_37546F,zimbabwe,39,Yes,No,Yes,No,No,,,,2,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,Yes,,,,,,,Yes,2,Never had,Never had,Yes,,,Medium
ID_K83TQL,eswatini,51,Yes,Yes,No,Yes,Yes,1800,1500,5000,10,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,5,Never had,Never had,,Never had,Never had,Low
ID_XMD7QC,eswatini,59,Yes,No,No,Yes,Don't know,200,2000,2500,16,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,No,Yes,,Yes,Never had,Never had,Used to have but don’t have now,,2,Never had,Have now,,Never had,Never had,Medium
ID_1OR4SD,malawi,45,Yes,No,No,No,Don't know,750000,62500,9000000,20,,Never had,No,No,Female,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,Yes,No,Yes,Never had,Never had,Never had,No,,,,Yes,,,Low
ID_L5NKDI,lesotho,99,Yes,Yes,Don’t know,Don't know,Don't know,97,100,3000,3,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,No,Yes,Used to have but don't have now,Have now,Have now,,,,,No,Used to have but don't have now,Used to have but don't have now,Low
ID_VZOFV1,zimbabwe,30,Yes,No,No,Yes,Yes,200,960,2400,3,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,No,,,,,,,No,0,Never had,Have now,,,,Medium
ID_1QJD5L,malawi,78,Don’t know or N/A,Yes,Refused,Don't know,Yes,180000,35000,15000000,40,,Never had,No,No,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,,Yes,No,No,Never had,Never had,Have now,No,,,,Yes,,,Low
ID_PRCJIW,eswatini,55,Yes,No,No,No,Yes,2000,800,1500,10,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,,Yes,Never had,Never had,Never had,,10,Never had,Never had,,Have now,Never had,Low
ID_CVTFHA,lesotho,39,Yes,No,No,No,Yes,2500,1000,500,7,Never had,Have now,,,,,,,,,,,No,Yes,Yes,Yes,,,,Yes,,,,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_2KON8U,malawi,35,Don’t know or N/A,Yes,No,No,No,120000,120000,200000,12,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,,Yes,No,Yes,Never had,Never had,Used to have but don't have now,No,,,,No,Never had,Never had,Low
ID_AH35QR,lesotho,38,Yes,Yes,No,Don't know,Yes,200,40,250,2,Never had,,,,,,,,,,,,No,Yes,Yes,Yes,,,,Yes,,,,Yes,Have now,Used to have but don't have now,High
ID_3MWAZV,malawi,28,No,Yes,No,Don't know,Don't know,20000,280000,300000,6,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,,No,Yes,No,Never had,Never had,Have now,No,,,,Yes,,,Low
